label,x,y
Stroke 1,33,36
Stroke 1,48,163
Stroke 1,88,128
Stroke 1,231,129
Stroke 2,48,163
Stroke 2,22,285
Stroke 2,91,223
Stroke 2,230,225
Stroke 3,170,265
Stroke 3,155,419
Stroke 3,234,357
Stroke 3,584,361
Stroke 4,193,23
Stroke 4,296,47
Stroke 4,250,96
Stroke 4,246,348
Stroke 5,411,34
Stroke 5,296,47
Stroke 5,335,96
Stroke 5,334,348
Stroke 6,383,97
Stroke 6,461,119
Stroke 6,427,154
Stroke 6,427,346
Stroke 7,454,157
Stroke 7,532,167
Stroke 7,485,196
Stroke 7,486,348
Stroke 8,546,107
Stroke 8,461,119
Stroke 8,486,147
Stroke 8,483,167
Stroke 9,534,21
Stroke 9,679,29
Stroke 9,591,96
Stroke 9,590,356
