label,x,y
Stroke 1,29,91
Stroke 1,46,214
Stroke 1,87,180
Stroke 1,340,180
Stroke 2,46,214
Stroke 2,15,330
Stroke 2,90,268
Stroke 2,337,267
Stroke 3,298,285
Stroke 3,278,426
Stroke 3,357,367
Stroke 3,694,363
Stroke 4,303,17
Stroke 4,287,163
Stroke 4,365,105
Stroke 4,847,112
Stroke 5,457,136
Stroke 5,342,136
Stroke 5,382,180
Stroke 5,380,355
Stroke 6,509,251
Stroke 6,487,336
Stroke 6,544,289
Stroke 6,709,293
Stroke 7,501,156
Stroke 7,509,251
Stroke 7,544,222
Stroke 7,680,226
Stroke 8,622,163
Stroke 8,547,181
Stroke 8,608,196
Stroke 8,610,220
Stroke 9,682,123
Stroke 9,622,163
Stroke 9,658,175
Stroke 9,713,294
Stroke 10,805,46
Stroke 10,955,60
Stroke 10,870,117
Stroke 10,866,369
Stroke 11,893,112
Stroke 11,904,214
Stroke 11,945,195
Stroke 11,1186,195
Stroke 12,904,214
Stroke 12,881,335
Stroke 12,946,282
Stroke 12,1192,284
Stroke 13,1137,48
Stroke 13,1289,60
Stroke 13,1201,124
Stroke 13,1200,375
