label,x,y
Stroke 1,35,94
Stroke 1,16,259
Stroke 1,104,192
Stroke 1,226,196
Stroke 2,265,208
Stroke 2,197,264
Stroke 2,264,260
Stroke 2,308,295
Stroke 3,309,145
Stroke 3,265,208
Stroke 3,310,218
Stroke 3,356,254
Stroke 4,335,27
Stroke 4,266,128
Stroke 4,331,132
Stroke 4,402,190
Stroke 5,413,206
Stroke 5,300,323
Stroke 5,386,297
Stroke 5,450,361
Stroke 6,439,97
Stroke 6,421,269
Stroke 6,489,195
Stroke 6,562,206
Stroke 7,565,94
Stroke 7,553,265
Stroke 7,615,197
Stroke 7,860,202
