label,x,y
Stroke 1,85,233
Stroke 1,16,285
Stroke 1,78,287
Stroke 1,124,325
Stroke 2,124,194
Stroke 2,85,233
Stroke 2,125,246
Stroke 2,169,286
Stroke 3,194,123
Stroke 3,124,194
Stroke 3,163,209
Stroke 3,211,253
Stroke 4,228,10
Stroke 4,130,102
Stroke 4,204,99
Stroke 4,248,135
Stroke 5,200,294
Stroke 5,184,411
Stroke 5,244,362
Stroke 5,400,373
Stroke 6,240,198
Stroke 6,234,311
Stroke 6,289,263
Stroke 6,401,267
Stroke 7,289,65
Stroke 7,275,169
Stroke 7,329,124
Stroke 7,512,137
Stroke 8,376,3
Stroke 8,304,34
Stroke 8,376,33
Stroke 8,479,125
Stroke 9,364,156
Stroke 9,484,168
Stroke 9,413,211
Stroke 9,414,407
