label,x,y
Stroke 1,30,61
Stroke 1,46,188
Stroke 1,88,153
Stroke 1,344,148
Stroke 2,46,188
Stroke 2,16,308
Stroke 2,88,243
Stroke 2,347,241
Stroke 3,335,4
Stroke 3,430,4
Stroke 3,368,36
Stroke 3,361,97
Stroke 4,298,88
Stroke 4,462,100
Stroke 4,369,154
Stroke 4,362,369
Stroke 5,445,240
Stroke 5,380,305
Stroke 5,445,306
Stroke 5,497,342
Stroke 6,495,194
Stroke 6,445,240
Stroke 6,498,255
Stroke 6,542,293
Stroke 7,534,149
Stroke 7,495,194
Stroke 7,535,207
Stroke 7,584,248
Stroke 8,611,58
Stroke 8,534,149
Stroke 8,582,157
Stroke 8,629,200
