label,x,y
Stroke 1,171,86
Stroke 1,23,258
Stroke 1,128,254
Stroke 1,196,315
Stroke 2,201,8
Stroke 2,187,158
Stroke 2,257,96
Stroke 2,478,104
Stroke 3,207,257
Stroke 3,196,406
Stroke 3,277,349
Stroke 3,504,367
Stroke 4,483,224
Stroke 4,383,335
Stroke 4,454,327
Stroke 4,504,367
Stroke 5,431,19
Stroke 5,554,41
Stroke 5,496,98
Stroke 5,500,334
Stroke 6,554,41
Stroke 6,637,47
Stroke 6,582,91
Stroke 6,580,168
Stroke 7,616,137
Stroke 7,514,252
Stroke 7,584,260
Stroke 7,629,288
Stroke 8,748,39
Stroke 8,637,47
Stroke 8,659,86
Stroke 8,663,362
Stroke 9,726,68
Stroke 9,629,173
Stroke 9,700,173
Stroke 9,752,214
