label,x,y
Stroke 1,34,196
Stroke 1,16,367
Stroke 1,96,300
Stroke 1,346,304
Stroke 2,41,7
Stroke 2,23,158
Stroke 2,100,92
Stroke 2,343,98
Stroke 3,119,189
Stroke 3,107,285
Stroke 3,154,247
Stroke 3,349,247
Stroke 4,117,113
Stroke 4,119,189
Stroke 4,158,173
Stroke 4,348,170
Stroke 5,292,9
Stroke 5,482,10
Stroke 5,364,83
Stroke 5,366,367
Stroke 6,410,86
Stroke 6,520,112
Stroke 6,465,157
Stroke 6,469,368
Stroke 7,507,151
Stroke 7,610,162
Stroke 7,549,197
Stroke 7,551,368
Stroke 8,625,100
Stroke 8,520,112
Stroke 8,550,150
Stroke 8,546,162
Stroke 9,584,10
Stroke 9,782,14
Stroke 9,664,88
Stroke 9,660,374
