label,x,y
Stroke 1,34,241
Stroke 1,17,411
Stroke 1,97,339
Stroke 1,343,348
Stroke 2,49,4
Stroke 2,23,148
Stroke 2,104,73
Stroke 2,337,81
Stroke 3,188,97
Stroke 3,79,105
Stroke 3,114,142
Stroke 3,114,323
Stroke 4,190,131
Stroke 4,253,149
Stroke 4,229,176
Stroke 4,227,227
Stroke 5,194,221
Stroke 5,298,234
Stroke 5,240,274
Stroke 5,234,330
Stroke 6,323,137
Stroke 6,253,149
Stroke 6,266,172
Stroke 6,227,227
Stroke 7,299,9
Stroke 7,453,21
Stroke 7,367,88
Stroke 7,343,348
