label,x,y
Stroke 1,27,67
Stroke 1,40,188
Stroke 1,75,157
Stroke 1,260,150
Stroke 2,40,188
Stroke 2,15,309
Stroke 2,77,244
Stroke 2,264,242
Stroke 3,237,265
Stroke 3,219,437
Stroke 3,301,365
Stroke 3,559,369
Stroke 4,260,89
Stroke 4,367,98
Stroke 4,303,136
Stroke 4,302,345
Stroke 5,251,2
Stroke 5,225,129
Stroke 5,305,61
Stroke 5,546,66
Stroke 6,384,214
Stroke 6,365,328
Stroke 6,418,273
Stroke 6,563,278
Stroke 7,367,98
Stroke 7,384,214
Stroke 7,418,189
Stroke 7,565,190
Stroke 8,509,4
Stroke 8,665,20
Stroke 8,579,92
Stroke 8,559,369
Stroke 9,641,214
Stroke 9,621,336
Stroke 9,679,279
Stroke 9,846,284
Stroke 10,631,105
Stroke 10,641,214
Stroke 10,686,186
Stroke 10,844,195
Stroke 11,795,17
Stroke 11,948,33
Stroke 11,859,106
Stroke 11,858,399
