label,x,y
Stroke 1,28,67
Stroke 1,42,188
Stroke 1,76,158
Stroke 1,264,150
Stroke 2,42,188
Stroke 2,16,308
Stroke 2,77,244
Stroke 2,265,242
Stroke 3,239,265
Stroke 3,220,437
Stroke 3,303,365
Stroke 3,565,369
Stroke 4,270,93
Stroke 4,368,98
Stroke 4,305,136
Stroke 4,304,348
Stroke 5,252,2
Stroke 5,226,129
Stroke 5,306,61
Stroke 5,548,66
Stroke 6,385,208
Stroke 6,367,328
Stroke 6,420,273
Stroke 6,564,278
Stroke 7,368,98
Stroke 7,385,208
Stroke 7,421,188
Stroke 7,566,190
Stroke 8,514,7
Stroke 8,667,20
Stroke 8,581,92
Stroke 8,565,369
Stroke 9,643,214
Stroke 9,623,336
Stroke 9,680,280
Stroke 9,848,284
Stroke 10,633,105
Stroke 10,643,214
Stroke 10,688,186
Stroke 10,846,195
Stroke 11,796,17
Stroke 11,950,33
Stroke 11,861,106
Stroke 11,860,399
