label,x,y
Stroke 1,123,51
Stroke 1,14,163
Stroke 1,89,154
Stroke 1,136,195
Stroke 2,73,222
Stroke 2,54,375
Stroke 2,133,312
Stroke 2,631,304
Stroke 3,206,138
Stroke 3,102,247
Stroke 3,176,243
Stroke 3,223,280
Stroke 4,253,40
Stroke 4,267,144
Stroke 4,311,120
Stroke 4,534,113
Stroke 5,265,214
Stroke 5,245,304
Stroke 5,312,257
Stroke 5,534,258
Stroke 6,267,144
Stroke 6,265,214
Stroke 6,313,185
Stroke 6,529,183
Stroke 7,606,241
Stroke 7,552,285
Stroke 7,602,280
Stroke 7,631,304
Stroke 8,649,176
Stroke 8,606,241
Stroke 8,637,246
Stroke 8,670,272
Stroke 9,658,41
Stroke 9,561,142
Stroke 9,652,139
Stroke 9,719,209
Stroke 10,740,207
Stroke 10,656,312
Stroke 10,710,310
Stroke 10,758,348
