label,x,y
Stroke 1,35,235
Stroke 1,21,398
Stroke 1,99,333
Stroke 1,376,327
Stroke 2,54,3
Stroke 2,33,138
Stroke 2,112,70
Stroke 2,520,77
Stroke 3,85,150
Stroke 3,169,167
Stroke 3,128,201
Stroke 3,128,391
Stroke 4,258,156
Stroke 4,169,167
Stroke 4,198,202
Stroke 4,196,392
Stroke 5,322,120
Stroke 5,392,137
Stroke 5,359,163
Stroke 5,353,264
Stroke 6,372,265
Stroke 6,307,360
Stroke 6,372,323
Stroke 6,537,340
Stroke 7,392,137
Stroke 7,372,265
Stroke 7,416,217
Stroke 7,543,215
Stroke 8,431,88
Stroke 8,392,137
Stroke 8,431,134
Stroke 8,458,156
Stroke 9,488,22
Stroke 9,646,35
Stroke 9,558,101
Stroke 9,553,375
