label,x,y
Stroke 1,23,74
Stroke 1,149,93
Stroke 1,77,136
Stroke 1,79,296
Stroke 2,99,259
Stroke 2,14,373
Stroke 2,81,368
Stroke 2,123,404
Stroke 3,103,160
Stroke 3,99,259
Stroke 3,142,225
Stroke 3,292,228
Stroke 4,195,0
Stroke 4,106,74
Stroke 4,177,77
Stroke 4,208,105
Stroke 5,232,280
Stroke 5,215,400
Stroke 5,276,352
Stroke 5,545,360
Stroke 6,226,30
Stroke 6,215,156
Stroke 6,279,103
Stroke 6,554,110
Stroke 7,265,125
Stroke 7,361,130
Stroke 7,306,173
Stroke 7,303,347
Stroke 8,349,240
Stroke 8,329,329
Stroke 8,384,287
Stroke 8,567,290
Stroke 9,361,130
Stroke 9,349,240
Stroke 9,385,217
Stroke 9,566,220
Stroke 10,516,46
Stroke 10,668,55
Stroke 10,582,117
Stroke 10,580,380
