label,x,y
Stroke 1,35,215
Stroke 1,21,366
Stroke 1,102,303
Stroke 1,361,311
Stroke 2,77,92
Stroke 2,175,93
Stroke 2,106,128
Stroke 2,107,286
Stroke 3,48,2
Stroke 3,22,128
Stroke 3,109,58
Stroke 3,362,66
Stroke 4,175,93
Stroke 4,195,181
Stroke 4,222,153
Stroke 4,368,162
Stroke 5,195,181
Stroke 5,176,251
Stroke 5,224,211
Stroke 5,372,215
Stroke 6,247,81
Stroke 6,342,86
Stroke 6,287,130
Stroke 6,284,289
Stroke 7,317,5
Stroke 7,481,8
Stroke 7,388,68
Stroke 7,361,311
Stroke 8,428,234
Stroke 8,324,341
Stroke 8,395,337
Stroke 8,452,375
