label,x,y
Stroke 1,35,5
Stroke 1,16,118
Stroke 1,86,61
Stroke 1,330,66
Stroke 2,42,175
Stroke 2,29,317
Stroke 2,101,261
Stroke 2,335,260
Stroke 3,286,98
Stroke 3,445,110
Stroke 3,353,151
Stroke 3,350,373
Stroke 4,440,5
Stroke 4,304,5
Stroke 4,356,43
Stroke 4,354,100
Stroke 5,460,163
Stroke 5,407,212
Stroke 5,463,214
Stroke 5,502,246
Stroke 6,516,104
Stroke 6,460,163
Stroke 6,502,171
Stroke 6,546,203
Stroke 7,595,170
Stroke 7,490,270
Stroke 7,562,265
Stroke 7,607,298
