label,x,y
Stroke 1,30,4
Stroke 1,14,144
Stroke 1,82,83
Stroke 1,503,90
Stroke 2,34,265
Stroke 2,20,400
Stroke 2,89,346
Stroke 2,440,335
Stroke 3,62,111
Stroke 3,199,123
Stroke 3,108,155
Stroke 3,103,329
Stroke 4,199,123
Stroke 4,129,202
Stroke 4,182,201
Stroke 4,209,226
Stroke 5,201,232
Stroke 5,131,308
Stroke 5,184,302
Stroke 5,216,331
Stroke 6,286,125
Stroke 6,220,201
Stroke 6,271,203
Stroke 6,299,227
Stroke 7,298,232
Stroke 7,226,305
Stroke 7,279,302
Stroke 7,309,330
Stroke 8,376,118
Stroke 8,311,193
Stroke 8,366,194
Stroke 8,388,222
Stroke 9,406,225
Stroke 9,495,235
Stroke 9,446,277
Stroke 9,440,335
Stroke 10,417,119
Stroke 10,503,126
Stroke 10,452,163
Stroke 10,451,235
Stroke 11,465,7
Stroke 11,624,15
Stroke 11,536,85
Stroke 11,533,374
