label,x,y
Stroke 1,26,10
Stroke 1,175,23
Stroke 1,88,79
Stroke 1,84,256
Stroke 2,115,232
Stroke 2,15,347
Stroke 2,91,340
Stroke 2,138,382
Stroke 3,208,7
Stroke 3,188,151
Stroke 3,269,92
Stroke 3,520,92
Stroke 4,258,278
Stroke 4,237,366
Stroke 4,293,318
Stroke 4,455,317
Stroke 5,251,129
Stroke 5,258,214
Stroke 5,294,194
Stroke 5,455,194
Stroke 6,258,214
Stroke 6,258,278
Stroke 6,294,252
Stroke 6,457,251
Stroke 7,424,112
Stroke 7,518,125
Stroke 7,470,168
Stroke 7,455,317
Stroke 8,475,30
Stroke 8,627,41
Stroke 8,543,104
Stroke 8,538,373
