label,x,y
Stroke 1,125,14
Stroke 1,15,130
Stroke 1,89,116
Stroke 1,142,167
Stroke 2,124,124
Stroke 2,21,239
Stroke 2,96,229
Stroke 2,145,272
Stroke 3,132,227
Stroke 3,17,344
Stroke 3,100,335
Stroke 3,149,378
Stroke 4,252,15
Stroke 4,124,124
Stroke 4,220,123
Stroke 4,265,169
Stroke 5,259,221
Stroke 5,149,340
Stroke 5,227,331
Stroke 5,276,376
Stroke 6,261,119
Stroke 6,132,227
Stroke 6,230,234
Stroke 6,282,277
Stroke 7,354,8
Stroke 7,282,155
Stroke 7,385,121
Stroke 7,629,202
Stroke 8,259,221
Stroke 8,328,379
Stroke 8,388,290
Stroke 8,629,202
