label,x,y
Stroke 1,35,240
Stroke 1,21,412
Stroke 1,99,343
Stroke 1,349,348
Stroke 2,54,4
Stroke 2,28,149
Stroke 2,110,74
Stroke 2,343,80
Stroke 3,85,105
Stroke 3,164,118
Stroke 3,117,142
Stroke 3,116,327
Stroke 4,164,118
Stroke 4,240,136
Stroke 4,209,163
Stroke 4,208,334
Stroke 5,330,122
Stroke 5,240,136
Stroke 5,269,162
Stroke 5,267,331
Stroke 6,240,136
Stroke 6,315,177
Stroke 6,269,202
Stroke 6,267,331
Stroke 7,304,9
Stroke 7,458,21
Stroke 7,370,88
Stroke 7,349,348
