label,x,y
Stroke 1,29,3
Stroke 1,14,150
Stroke 1,83,81
Stroke 1,515,91
Stroke 2,30,266
Stroke 2,21,412
Stroke 2,87,350
Stroke 2,486,349
Stroke 3,183,106
Stroke 3,65,112
Stroke 3,107,160
Stroke 3,104,341
Stroke 4,157,168
Stroke 4,149,289
Stroke 4,205,241
Stroke 4,311,244
Stroke 5,413,201
Stroke 5,318,241
Stroke 5,357,253
Stroke 5,380,304
Stroke 6,469,232
Stroke 6,393,316
Stroke 6,450,312
Stroke 6,486,349
Stroke 7,495,111
Stroke 7,413,201
Stroke 7,475,201
Stroke 7,509,232
Stroke 8,472,7
Stroke 8,631,9
Stroke 8,538,87
Stroke 8,537,386
