label,x,y
Stroke 1,34,65
Stroke 1,17,219
Stroke 1,93,160
Stroke 1,324,163
Stroke 2,93,284
Stroke 2,72,379
Stroke 2,132,326
Stroke 2,279,330
Stroke 3,86,181
Stroke 3,93,284
Stroke 3,133,248
Stroke 3,329,251
Stroke 4,181,2
Stroke 4,163,130
Stroke 4,237,73
Stroke 4,458,81
Stroke 5,284,279
Stroke 5,266,430
Stroke 5,340,366
Stroke 5,574,369
Stroke 6,292,105
Stroke 6,413,117
Stroke 6,343,162
Stroke 6,342,348
Stroke 7,434,35
Stroke 7,574,47
Stroke 7,495,111
Stroke 7,492,357
