label,x,y
Stroke 1,28,75
Stroke 1,46,201
Stroke 1,87,166
Stroke 1,338,163
Stroke 2,46,201
Stroke 2,15,316
Stroke 2,89,253
Stroke 2,337,252
Stroke 3,295,270
Stroke 3,273,411
Stroke 3,351,347
Stroke 3,694,336
Stroke 4,303,8
Stroke 4,290,150
Stroke 4,363,95
Stroke 4,849,100
Stroke 5,452,124
Stroke 5,344,124
Stroke 5,381,167
Stroke 5,381,341
Stroke 6,472,216
Stroke 6,567,244
Stroke 6,519,262
Stroke 6,512,328
Stroke 7,489,117
Stroke 7,580,124
Stroke 7,524,162
Stroke 7,521,222
Stroke 8,648,164
Stroke 8,567,244
Stroke 8,624,245
Stroke 8,664,276
Stroke 9,655,221
Stroke 9,756,232
Stroke 9,699,273
Stroke 9,694,336
Stroke 10,666,121
Stroke 10,762,126
Stroke 10,706,165
Stroke 10,705,232
Stroke 11,808,33
Stroke 11,955,46
Stroke 11,869,100
Stroke 11,866,354
Stroke 12,904,201
Stroke 12,880,317
Stroke 12,942,267
Stroke 12,1192,271
Stroke 13,893,99
Stroke 13,904,201
Stroke 13,945,180
Stroke 13,1186,181
Stroke 14,1137,34
Stroke 14,1289,47
Stroke 14,1200,107
Stroke 14,1200,361
