label,x,y
Stroke 1,35,4
Stroke 1,42,111
Stroke 1,89,73
Stroke 1,251,74
Stroke 2,42,111
Stroke 2,16,226
Stroke 2,89,163
Stroke 2,246,161
Stroke 3,252,8
Stroke 3,259,112
Stroke 3,294,75
Stroke 3,491,71
Stroke 4,259,112
Stroke 4,232,228
Stroke 4,305,169
Stroke 4,482,169
Stroke 5,432,98
Stroke 5,605,111
Stroke 5,505,165
Stroke 5,501,372
Stroke 6,598,3
Stroke 6,444,4
Stroke 6,507,45
Stroke 6,498,106
Stroke 7,605,111
Stroke 7,612,247
Stroke 7,672,177
Stroke 7,728,177
Stroke 8,738,80
Stroke 8,727,241
Stroke 8,788,171
Stroke 8,1001,181
Stroke 9,778,1
Stroke 9,950,7
Stroke 9,841,71
Stroke 9,847,375
