label,x,y
Stroke 1,30,240
Stroke 1,16,400
Stroke 1,87,339
Stroke 1,266,330
Stroke 2,40,8
Stroke 2,191,19
Stroke 2,104,79
Stroke 2,105,324
Stroke 3,213,60
Stroke 3,124,181
Stroke 3,214,165
Stroke 3,253,196
Stroke 4,361,17
Stroke 4,189,21
Stroke 4,271,78
Stroke 4,266,330
Stroke 5,459,105
Stroke 5,445,267
Stroke 5,527,202
Stroke 5,809,207
Stroke 6,471,20
Stroke 6,580,47
Stroke 6,533,93
Stroke 6,534,342
Stroke 7,580,47
Stroke 7,657,47
Stroke 7,617,92
Stroke 7,617,343
Stroke 8,657,47
Stroke 8,734,52
Stroke 8,689,98
Stroke 8,689,342
Stroke 9,855,34
Stroke 9,734,52
Stroke 9,769,95
Stroke 9,767,342
