label,x,y
Stroke 1,34,176
Stroke 1,16,356
Stroke 1,101,290
Stroke 1,324,292
Stroke 2,48,21
Stroke 2,34,176
Stroke 2,119,114
Stroke 2,304,119
Stroke 3,403,51
Stroke 3,396,184
Stroke 3,311,123
Stroke 3,118,112
Stroke 4,437,46
Stroke 4,304,125
Stroke 4,369,139
Stroke 4,410,196
Stroke 5,329,201
Stroke 5,311,375
Stroke 5,397,308
Stroke 5,905,310
Stroke 6,478,46
Stroke 6,649,58
Stroke 6,548,126
Stroke 6,542,297
Stroke 7,782,35
Stroke 7,661,129
Stroke 7,755,138
Stroke 7,905,310
