label,x,y
Stroke 1,36,4
Stroke 1,22,139
Stroke 1,102,79
Stroke 1,369,81
Stroke 2,105,188
Stroke 2,105,265
Stroke 2,148,228
Stroke 2,239,231
Stroke 3,104,104
Stroke 3,105,188
Stroke 3,154,162
Stroke 3,379,162
Stroke 4,105,265
Stroke 4,79,362
Stroke 4,154,302
Stroke 4,326,293
Stroke 5,330,169
Stroke 5,251,228
Stroke 5,298,249
Stroke 5,326,293
Stroke 6,324,10
Stroke 6,484,16
Stroke 6,393,87
Stroke 6,392,362
Stroke 7,434,117
Stroke 7,414,252
Stroke 7,501,202
Stroke 7,618,208
