label,x,y
Stroke 1,35,78
Stroke 1,16,278
Stroke 1,114,198
Stroke 1,482,193
Stroke 2,73,3
Stroke 2,195,8
Stroke 2,133,63
Stroke 2,135,367
Stroke 3,195,8
Stroke 3,290,15
Stroke 3,235,63
Stroke 3,233,368
Stroke 4,290,15
Stroke 4,375,15
Stroke 4,321,66
Stroke 4,322,373
Stroke 5,521,7
Stroke 5,375,15
Stroke 5,416,67
Stroke 5,414,374
Stroke 6,510,171
Stroke 6,477,362
Stroke 6,580,285
Stroke 6,912,278
Stroke 7,700,61
Stroke 7,568,208
Stroke 7,665,204
Stroke 7,724,248
Stroke 8,756,47
Stroke 8,713,194
Stroke 8,781,140
Stroke 8,867,150
Stroke 9,874,7
Stroke 9,756,47
Stroke 9,834,78
Stroke 9,867,150
