label,x,y
Stroke 1,15,120
Stroke 1,98,138
Stroke 1,61,169
Stroke 1,59,219
Stroke 2,21,14
Stroke 2,104,34
Stroke 2,66,64
Stroke 2,65,124
Stroke 3,33,223
Stroke 3,122,254
Stroke 3,91,286
Stroke 3,87,372
Stroke 4,161,137
Stroke 4,98,138
Stroke 4,127,167
Stroke 4,125,232
Stroke 5,167,33
Stroke 5,104,34
Stroke 5,131,60
Stroke 5,129,124
Stroke 6,213,240
Stroke 6,122,254
Stroke 6,142,289
Stroke 6,138,374
Stroke 7,246,132
Stroke 7,161,137
Stroke 7,184,172
Stroke 7,180,234
Stroke 8,250,26
Stroke 8,167,33
Stroke 8,188,64
Stroke 8,185,122
