label,x,y
Stroke 1,125,150
Stroke 1,15,272
Stroke 1,94,266
Stroke 1,143,305
Stroke 2,115,351
Stroke 2,61,411
Stroke 2,107,408
Stroke 2,138,434
Stroke 3,144,9
Stroke 3,40,113
Stroke 3,122,106
Stroke 3,170,150
Stroke 4,146,323
Stroke 4,105,373
Stroke 4,136,378
Stroke 4,157,402
Stroke 5,146,323
Stroke 5,278,346
Stroke 5,212,382
Stroke 5,209,446
Stroke 6,201,148
Stroke 6,189,297
Stroke 6,251,229
Stroke 6,309,235
Stroke 7,297,0
Stroke 7,207,74
Stroke 7,298,54
Stroke 7,470,202
Stroke 8,311,145
Stroke 8,303,290
Stroke 8,359,232
Stroke 8,567,232
Stroke 9,303,290
Stroke 9,291,431
Stroke 9,359,373
Stroke 9,592,373
