label,x,y
Stroke 1,29,100
Stroke 1,15,251
Stroke 1,88,190
Stroke 1,340,191
Stroke 2,125,24
Stroke 2,279,35
Stroke 2,193,101
Stroke 2,189,350
Stroke 3,393,290
Stroke 3,343,330
Stroke 3,395,329
Stroke 3,437,360
Stroke 4,342,111
Stroke 4,328,259
Stroke 4,402,203
Stroke 4,643,203
Stroke 5,361,68
Stroke 5,458,91
Stroke 5,417,115
Stroke 5,410,180
Stroke 6,444,214
Stroke 6,393,290
Stroke 6,428,294
Stroke 6,471,327
Stroke 7,458,91
Stroke 7,521,93
Stroke 7,485,124
Stroke 7,477,323
Stroke 8,496,1
Stroke 8,426,53
Stroke 8,493,46
Stroke 8,527,76
Stroke 9,618,81
Stroke 9,521,93
Stroke 9,549,129
Stroke 9,547,330
Stroke 10,638,253
Stroke 10,561,346
Stroke 10,627,341
Stroke 10,675,380
Stroke 11,598,30
Stroke 11,751,41
Stroke 11,663,98
Stroke 11,675,380
