label,x,y
Stroke 1,150,97
Stroke 1,27,233
Stroke 1,114,227
Stroke 1,170,274
Stroke 2,176,233
Stroke 2,162,372
Stroke 2,239,312
Stroke 2,472,316
Stroke 3,184,36
Stroke 3,171,179
Stroke 3,245,118
Stroke 3,491,121
Stroke 4,311,224
Stroke 4,247,290
Stroke 4,300,286
Stroke 4,322,307
Stroke 5,324,136
Stroke 5,281,208
Stroke 5,311,201
Stroke 5,343,225
Stroke 6,382,264
Stroke 6,394,291
Stroke 6,404,280
Stroke 6,422,274
Stroke 7,356,203
Stroke 7,413,220
Stroke 7,408,199
Stroke 7,421,137
Stroke 8,519,303
Stroke 8,515,352
Stroke 8,531,324
Stroke 8,587,245
Stroke 9,593,54
Stroke 9,496,127
Stroke 9,544,139
Stroke 9,572,188
