label,x,y
Stroke 1,23,74
Stroke 1,143,91
Stroke 1,76,133
Stroke 1,73,301
Stroke 2,124,285
Stroke 2,16,375
Stroke 2,79,369
Stroke 2,119,405
Stroke 3,177,1
Stroke 3,102,73
Stroke 3,168,76
Stroke 3,204,109
Stroke 4,137,151
Stroke 4,124,285
Stroke 4,183,235
Stroke 4,530,214
Stroke 5,272,265
Stroke 5,255,398
Stroke 5,322,343
Stroke 5,542,348
Stroke 6,274,53
Stroke 6,260,184
Stroke 6,328,132
Stroke 6,543,137
Stroke 7,325,234
Stroke 7,317,310
Stroke 7,359,277
Stroke 7,530,278
Stroke 8,319,155
Stroke 8,325,234
Stroke 8,359,209
Stroke 8,530,214
