label,x,y
Stroke 1,46,233
Stroke 1,16,353
Stroke 1,90,287
Stroke 1,340,285
Stroke 2,29,105
Stroke 2,46,233
Stroke 2,95,198
Stroke 2,335,202
Stroke 3,143,8
Stroke 3,317,23
Stroke 3,218,94
Stroke 3,214,375
Stroke 4,448,213
Stroke 4,348,286
Stroke 4,395,301
Stroke 4,430,350
Stroke 5,429,148
Stroke 5,354,194
Stroke 5,400,198
Stroke 5,440,258
Stroke 6,499,133
Stroke 6,508,252
Stroke 6,554,209
Stroke 6,809,208
Stroke 7,508,252
Stroke 7,480,367
Stroke 7,556,305
Stroke 7,814,304
Stroke 8,566,149
Stroke 8,559,263
Stroke 8,610,211
Stroke 8,809,208
Stroke 9,624,4
Stroke 9,534,101
Stroke 9,627,87
Stroke 9,809,208
