label,x,y
Stroke 1,48,5
Stroke 1,23,149
Stroke 1,104,70
Stroke 1,267,80
Stroke 2,35,188
Stroke 2,21,361
Stroke 2,106,293
Stroke 2,414,291
Stroke 3,420,10
Stroke 3,273,81
Stroke 3,341,90
Stroke 3,375,165
Stroke 4,420,10
Stroke 4,438,124
Stroke 4,477,93
Stroke 4,702,93
Stroke 5,438,200
Stroke 5,434,265
Stroke 5,480,237
Stroke 5,704,240
Stroke 6,438,124
Stroke 6,438,200
Stroke 6,480,166
Stroke 6,707,168
Stroke 7,434,265
Stroke 7,406,368
Stroke 7,481,320
Stroke 7,708,316
Stroke 8,644,0
Stroke 8,829,8
Stroke 8,727,65
Stroke 8,708,316
Stroke 9,874,163
Stroke 9,752,296
Stroke 9,844,291
Stroke 9,895,334
Stroke 10,863,5
Stroke 10,1023,7
Stroke 10,924,73
Stroke 10,920,364
