label,x,y
Stroke 1,34,98
Stroke 1,16,284
Stroke 1,106,204
Stroke 1,228,188
Stroke 2,167,10
Stroke 2,278,47
Stroke 2,233,88
Stroke 2,228,188
Stroke 3,361,189
Stroke 3,201,198
Stroke 3,253,259
Stroke 3,240,373
Stroke 4,278,47
Stroke 4,368,60
Stroke 4,299,87
Stroke 4,289,205
Stroke 5,368,60
Stroke 5,476,86
Stroke 5,427,128
Stroke 5,429,374
Stroke 6,596,71
Stroke 6,476,86
Stroke 6,514,122
Stroke 6,512,374
Stroke 7,462,126
Stroke 7,585,129
Stroke 7,515,176
Stroke 7,512,374
Stroke 8,668,212
Stroke 8,570,315
Stroke 8,641,312
Stroke 8,681,344
Stroke 9,673,73
Stroke 9,579,176
Stroke 9,645,171
Stroke 9,687,205
Stroke 10,673,73
Stroke 10,815,81
Stroke 10,745,131
Stroke 10,742,374
Stroke 11,800,117
Stroke 11,813,233
Stroke 11,855,194
Stroke 11,1024,202
Stroke 12,813,233
Stroke 12,789,342
Stroke 12,861,283
Stroke 12,1020,289
Stroke 13,981,60
Stroke 13,1116,78
Stroke 13,1039,132
Stroke 13,1038,373
Stroke 14,1088,6
Stroke 14,1262,9
Stroke 14,1158,75
Stroke 14,1155,373
