label,x,y
Stroke 1,34,252
Stroke 1,16,424
Stroke 1,89,352
Stroke 1,272,348
Stroke 2,41,8
Stroke 2,195,20
Stroke 2,106,78
Stroke 2,105,340
Stroke 3,215,60
Stroke 3,124,187
Stroke 3,216,172
Stroke 3,259,206
Stroke 4,200,14
Stroke 4,368,17
Stroke 4,277,78
Stroke 4,272,348
Stroke 5,552,182
Stroke 5,444,296
Stroke 5,524,292
Stroke 5,566,328
Stroke 6,546,8
Stroke 6,450,106
Stroke 6,531,100
Stroke 6,575,142
Stroke 7,609,227
Stroke 7,592,398
Stroke 7,673,327
Stroke 7,935,334
Stroke 8,610,8
Stroke 8,595,168
Stroke 8,674,101
Stroke 8,935,105
Stroke 9,891,8
Stroke 9,1018,40
Stroke 9,954,97
Stroke 9,955,370
Stroke 10,1146,27
Stroke 10,1018,40
Stroke 10,1054,101
Stroke 10,1050,380
