label,x,y
Stroke 1,28,10
Stroke 1,14,155
Stroke 1,81,91
Stroke 1,488,99
Stroke 2,34,265
Stroke 2,21,406
Stroke 2,83,350
Stroke 2,322,343
Stroke 3,187,118
Stroke 3,71,119
Stroke 3,110,167
Stroke 3,105,342
Stroke 4,157,239
Stroke 4,142,334
Stroke 4,191,287
Stroke 4,456,278
Stroke 5,152,150
Stroke 5,157,239
Stroke 5,194,206
Stroke 5,381,208
Stroke 6,277,106
Stroke 6,397,112
Stroke 6,326,161
Stroke 6,322,343
Stroke 7,485,163
Stroke 7,447,257
Stroke 7,391,212
Stroke 7,260,193
Stroke 8,485,163
Stroke 8,375,214
Stroke 8,436,235
Stroke 8,456,278
Stroke 9,442,10
Stroke 9,602,22
Stroke 9,511,91
Stroke 9,507,380
