label,x,y
Stroke 1,42,195
Stroke 1,14,304
Stroke 1,87,244
Stroke 1,316,241
Stroke 2,28,68
Stroke 2,42,195
Stroke 2,88,155
Stroke 2,341,158
Stroke 3,310,272
Stroke 3,259,316
Stroke 3,315,316
Stroke 3,353,343
Stroke 4,362,206
Stroke 4,310,272
Stroke 4,352,277
Stroke 4,387,307
Stroke 5,386,98
Stroke 5,298,201
Stroke 5,382,194
Stroke 5,444,240
Stroke 6,449,251
Stroke 6,361,348
Stroke 6,424,345
Stroke 6,475,381
Stroke 7,495,195
Stroke 7,468,309
Stroke 7,534,250
Stroke 7,615,257
Stroke 8,480,86
Stroke 8,495,195
Stroke 8,536,163
Stroke 8,787,169
Stroke 9,668,29
Stroke 9,571,132
Stroke 9,643,129
Stroke 9,679,159
Stroke 10,675,198
Stroke 10,577,305
Stroke 10,645,299
Stroke 10,693,341
Stroke 11,732,17
Stroke 11,892,28
Stroke 11,802,92
Stroke 11,801,368
