label,x,y
Stroke 1,53,8
Stroke 1,221,27
Stroke 1,109,71
Stroke 1,105,303
Stroke 2,61,203
Stroke 2,17,367
Stroke 2,116,318
Stroke 2,366,374
Stroke 3,143,74
Stroke 3,244,90
Stroke 3,185,134
Stroke 3,184,324
Stroke 4,221,27
Stroke 4,353,34
Stroke 4,278,92
Stroke 4,276,347
Stroke 5,340,85
Stroke 5,348,201
Stroke 5,390,163
Stroke 5,479,169
Stroke 6,348,201
Stroke 6,324,304
Stroke 6,392,251
Stroke 6,573,258
Stroke 7,563,114
Stroke 7,453,227
Stroke 7,529,224
Stroke 7,573,258
Stroke 8,520,14
Stroke 8,673,27
Stroke 8,590,97
Stroke 8,584,375
Stroke 9,618,158
Stroke 9,732,164
Stroke 9,667,207
Stroke 9,667,375
Stroke 10,737,10
Stroke 10,642,135
Stroke 10,726,110
Stroke 10,774,155
Stroke 11,829,79
Stroke 11,732,164
Stroke 11,820,185
Stroke 11,897,245
Stroke 12,841,14
Stroke 12,1000,28
Stroke 12,908,92
Stroke 12,904,374
