label,x,y
Stroke 1,130,48
Stroke 1,16,169
Stroke 1,102,160
Stroke 1,148,203
Stroke 2,149,214
Stroke 2,27,340
Stroke 2,109,329
Stroke 2,159,369
Stroke 3,271,213
Stroke 3,157,335
Stroke 3,239,330
Stroke 3,290,369
Stroke 4,273,55
Stroke 4,163,174
Stroke 4,246,167
Stroke 4,298,210
Stroke 5,317,4
Stroke 5,296,142
Stroke 5,382,70
Stroke 5,648,78
Stroke 6,381,101
Stroke 6,464,117
Stroke 6,426,142
Stroke 6,428,346
Stroke 7,464,117
Stroke 7,522,119
Stroke 7,492,148
Stroke 7,494,354
Stroke 8,617,107
Stroke 8,522,119
Stroke 8,551,151
Stroke 8,553,354
Stroke 9,600,8
Stroke 9,771,20
Stroke 9,675,87
Stroke 9,674,373
