label,x,y
Stroke 1,29,112
Stroke 1,15,260
Stroke 1,84,199
Stroke 1,315,202
Stroke 2,189,125
Stroke 2,130,177
Stroke 2,195,172
Stroke 2,225,197
Stroke 3,295,8
Stroke 3,437,20
Stroke 3,352,75
Stroke 3,350,246
Stroke 4,405,227
Stroke 4,290,331
Stroke 4,352,321
Stroke 4,400,363
Stroke 5,462,151
Stroke 5,405,227
Stroke 5,454,226
Stroke 5,481,252
Stroke 6,449,106
Stroke 6,546,117
Stroke 6,491,159
Stroke 6,493,354
Stroke 7,546,117
Stroke 7,554,226
Stroke 7,619,166
Stroke 7,845,171
Stroke 8,571,7
Stroke 8,546,117
Stroke 8,620,78
Stroke 8,846,75
Stroke 9,660,103
Stroke 9,762,110
Stroke 9,701,161
Stroke 9,704,350
Stroke 10,839,12
Stroke 10,808,100
Stroke 10,862,51
Stroke 10,943,8
Stroke 11,808,100
Stroke 11,948,112
Stroke 11,867,168
Stroke 11,864,374
