label,x,y
Stroke 1,29,234
Stroke 1,15,392
Stroke 1,92,326
Stroke 1,353,330
Stroke 2,53,9
Stroke 2,34,164
Stroke 2,111,97
Stroke 2,355,104
Stroke 3,356,240
Stroke 3,337,406
Stroke 3,422,341
Stroke 3,702,341
Stroke 4,485,46
Stroke 4,362,104
Stroke 4,423,119
Stroke 4,450,183
Stroke 5,498,235
Stroke 5,440,284
Stroke 5,499,279
Stroke 5,531,309
Stroke 6,556,90
Stroke 6,477,173
Stroke 6,536,171
Stroke 6,570,198
Stroke 7,620,205
Stroke 7,537,303
Stroke 7,600,287
Stroke 7,633,316
Stroke 8,650,86
Stroke 8,569,174
Stroke 8,633,172
Stroke 8,664,201
Stroke 9,625,27
Stroke 9,785,39
Stroke 9,692,103
Stroke 9,689,376
