label,x,y
Stroke 1,30,238
Stroke 1,17,399
Stroke 1,94,333
Stroke 1,400,317
Stroke 2,48,5
Stroke 2,27,144
Stroke 2,108,77
Stroke 2,532,81
Stroke 3,91,138
Stroke 3,181,156
Stroke 3,137,187
Stroke 3,137,380
Stroke 4,275,144
Stroke 4,181,156
Stroke 4,210,191
Stroke 4,208,379
Stroke 5,328,106
Stroke 5,399,124
Stroke 5,367,148
Stroke 5,366,194
Stroke 6,366,207
Stroke 6,463,215
Stroke 6,407,254
Stroke 6,400,317
Stroke 7,456,123
Stroke 7,399,124
Stroke 7,424,145
Stroke 7,424,208
Stroke 8,527,117
Stroke 8,456,123
Stroke 8,475,144
Stroke 8,458,210
Stroke 9,488,17
Stroke 9,653,29
Stroke 9,564,95
Stroke 9,558,374
