label,x,y
Stroke 1,131,28
Stroke 1,14,156
Stroke 1,97,145
Stroke 1,154,193
Stroke 2,125,189
Stroke 2,14,309
Stroke 2,99,298
Stroke 2,150,343
Stroke 3,232,190
Stroke 3,124,308
Stroke 3,205,308
Stroke 3,258,349
Stroke 4,240,36
Stroke 4,125,189
Stroke 4,207,154
Stroke 4,258,196
Stroke 5,277,100
Stroke 5,259,277
Stroke 5,342,209
Stroke 5,621,212
Stroke 6,302,6
Stroke 6,475,15
Stroke 6,372,81
Stroke 6,372,369
Stroke 7,552,150
Stroke 7,435,272
Stroke 7,522,266
Stroke 7,571,309
Stroke 8,565,5
Stroke 8,737,14
Stroke 8,640,79
Stroke 8,635,373
