label,x,y
Stroke 1,20,36
Stroke 1,151,53
Stroke 1,77,100
Stroke 1,73,282
Stroke 2,138,258
Stroke 2,16,360
Stroke 2,85,352
Stroke 2,125,389
Stroke 3,183,0
Stroke 3,151,53
Stroke 3,182,38
Stroke 3,217,73
Stroke 4,157,112
Stroke 4,138,258
Stroke 4,221,205
Stroke 4,321,207
Stroke 5,248,34
Stroke 5,234,182
Stroke 5,306,119
Stroke 5,530,125
Stroke 6,399,235
Stroke 6,374,328
Stroke 6,430,271
Stroke 6,532,272
Stroke 7,386,138
Stroke 7,399,235
Stroke 7,432,220
Stroke 7,535,222
Stroke 8,491,35
Stroke 8,632,48
Stroke 8,551,112
Stroke 8,550,368
Stroke 9,661,158
Stroke 9,567,266
Stroke 9,639,266
Stroke 9,678,300
Stroke 10,667,49
Stroke 10,810,54
Stroke 10,727,117
Stroke 10,728,374
