label,x,y
Stroke 1,29,4
Stroke 1,14,150
Stroke 1,78,83
Stroke 1,477,93
Stroke 2,34,264
Stroke 2,22,400
Stroke 2,91,345
Stroke 2,105,334
Stroke 3,182,107
Stroke 3,65,112
Stroke 3,108,157
Stroke 3,105,334
Stroke 4,233,154
Stroke 4,150,251
Stroke 4,212,251
Stroke 4,251,284
Stroke 5,341,161
Stroke 5,254,254
Stroke 5,311,255
Stroke 5,349,284
Stroke 6,430,156
Stroke 6,354,252
Stroke 6,414,253
Stroke 6,445,280
Stroke 7,431,5
Stroke 7,591,14
Stroke 7,502,87
Stroke 7,501,374
