label,x,y
Stroke 1,35,97
Stroke 1,16,277
Stroke 1,106,201
Stroke 1,221,184
Stroke 2,163,10
Stroke 2,278,41
Stroke 2,227,86
Stroke 2,221,184
Stroke 3,325,195
Stroke 3,194,196
Stroke 3,247,253
Stroke 3,234,362
Stroke 4,386,28
Stroke 4,278,41
Stroke 4,292,88
Stroke 4,283,184
Stroke 5,415,208
Stroke 5,401,363
Stroke 5,472,300
Stroke 5,690,310
Stroke 6,410,2
Stroke 6,400,155
Stroke 6,473,95
Stroke 6,688,98
Stroke 7,489,201
Stroke 7,479,278
Stroke 7,522,243
Stroke 7,695,245
Stroke 8,483,113
Stroke 8,489,201
Stroke 8,524,175
Stroke 8,693,174
Stroke 9,619,1
Stroke 9,817,8
Stroke 9,712,71
Stroke 9,708,374
