label,x,y
Stroke 1,34,168
Stroke 1,15,341
Stroke 1,88,279
Stroke 1,333,285
Stroke 2,48,27
Stroke 2,34,168
Stroke 2,101,108
Stroke 2,291,117
Stroke 3,304,100
Stroke 3,234,214
Stroke 3,314,197
Stroke 3,362,228
Stroke 4,345,55
Stroke 4,472,59
Stroke 4,402,111
Stroke 4,399,342
Stroke 5,342,278
Stroke 5,330,418
Stroke 5,408,364
Stroke 5,757,358
Stroke 6,483,14
Stroke 6,465,145
Stroke 6,552,93
Stroke 6,851,98
Stroke 7,516,176
Stroke 7,503,298
Stroke 7,571,248
Stroke 7,760,250
Stroke 8,843,199
Stroke 8,830,297
Stroke 8,763,253
Stroke 8,561,247
Stroke 9,848,41
Stroke 9,983,53
Stroke 9,903,109
Stroke 9,899,361
