label,x,y
Stroke 1,52,176
Stroke 1,21,323
Stroke 1,89,251
Stroke 1,356,254
Stroke 2,34,53
Stroke 2,52,176
Stroke 2,96,152
Stroke 2,355,152
Stroke 3,125,175
Stroke 3,220,196
Stroke 3,173,234
Stroke 3,172,336
Stroke 4,309,180
Stroke 4,187,185
Stroke 4,229,238
Stroke 4,225,337
Stroke 5,305,7
Stroke 5,459,7
Stroke 5,368,73
Stroke 5,367,362
Stroke 6,417,60
Stroke 6,431,195
Stroke 6,483,156
Stroke 6,739,161
Stroke 7,431,195
Stroke 7,401,330
Stroke 7,485,262
Stroke 7,745,264
Stroke 8,689,7
Stroke 8,848,15
Stroke 8,754,81
Stroke 8,754,375
