label,x,y
Stroke 1,34,5
Stroke 1,16,118
Stroke 1,85,60
Stroke 1,330,66
Stroke 2,42,175
Stroke 2,29,321
Stroke 2,100,260
Stroke 2,335,264
Stroke 3,286,98
Stroke 3,445,107
Stroke 3,353,153
Stroke 3,350,373
Stroke 4,439,4
Stroke 4,303,5
Stroke 4,356,43
Stroke 4,349,106
Stroke 5,463,164
Stroke 5,405,215
Stroke 5,462,213
Stroke 5,502,245
Stroke 6,528,85
Stroke 6,463,164
Stroke 6,505,173
Stroke 6,546,206
Stroke 7,593,163
Stroke 7,490,270
Stroke 7,564,261
Stroke 7,605,299
Stroke 8,624,181
Stroke 8,611,362
Stroke 8,688,289
Stroke 8,1226,297
Stroke 9,668,15
Stroke 9,836,28
Stroke 9,741,98
Stroke 9,735,369
Stroke 10,856,0
Stroke 10,830,124
Stroke 10,914,65
Stroke 10,1187,67
Stroke 11,885,100
Stroke 11,976,123
Stroke 11,936,157
Stroke 11,935,373
Stroke 12,976,123
Stroke 12,1041,126
Stroke 12,1006,161
Stroke 12,1003,368
Stroke 13,1137,112
Stroke 13,1041,126
Stroke 13,1068,165
Stroke 13,1067,374
