label,x,y
Stroke 1,35,84
Stroke 1,21,265
Stroke 1,101,191
Stroke 1,201,195
Stroke 2,189,59
Stroke 2,208,215
Stroke 2,258,160
Stroke 2,523,157
Stroke 3,195,6
Stroke 3,350,9
Stroke 3,260,82
Stroke 3,257,382
Stroke 4,204,163
Stroke 4,175,329
Stroke 4,266,262
Stroke 4,520,260
Stroke 5,516,7
Stroke 5,675,8
Stroke 5,583,78
Stroke 5,579,381
Stroke 6,517,61
Stroke 6,535,195
Stroke 6,588,166
Stroke 6,855,162
Stroke 7,535,195
Stroke 7,503,336
Stroke 7,592,265
Stroke 7,855,266
