label,x,y
Stroke 1,116,163
Stroke 1,13,271
Stroke 1,88,260
Stroke 1,131,296
Stroke 2,124,36
Stroke 2,22,137
Stroke 2,119,137
Stroke 2,209,213
Stroke 3,230,209
Stroke 3,118,322
Stroke 3,196,313
Stroke 3,251,356
Stroke 4,335,187
Stroke 4,227,303
Stroke 4,303,297
Stroke 4,351,337
Stroke 5,355,48
Stroke 5,252,152
Stroke 5,327,152
Stroke 5,377,190
Stroke 6,388,258
Stroke 6,361,379
Stroke 6,438,311
Stroke 6,708,309
Stroke 7,384,126
Stroke 7,388,258
Stroke 7,440,212
Stroke 7,708,208
Stroke 8,452,148
Stroke 8,444,266
Stroke 8,498,212
Stroke 8,708,208
Stroke 9,516,1
Stroke 9,419,91
Stroke 9,519,78
Stroke 9,708,208
