label,x,y
Stroke 1,53,189
Stroke 1,16,335
Stroke 1,98,259
Stroke 1,232,263
Stroke 2,35,53
Stroke 2,53,189
Stroke 2,102,154
Stroke 2,222,156
Stroke 3,233,200
Stroke 3,214,374
Stroke 3,300,305
Stroke 3,597,311
Stroke 4,248,4
Stroke 4,228,157
Stroke 4,319,93
Stroke 4,591,93
Stroke 5,336,201
Stroke 5,322,285
Stroke 5,373,249
Stroke 5,599,252
Stroke 6,329,111
Stroke 6,336,201
Stroke 6,382,170
Stroke 6,598,169
Stroke 7,547,6
Stroke 7,720,8
Stroke 7,616,75
Stroke 7,613,374
