label,x,y
Stroke 1,131,14
Stroke 1,21,136
Stroke 1,106,125
Stroke 1,161,175
Stroke 2,132,210
Stroke 2,117,379
Stroke 2,199,311
Stroke 2,475,311
Stroke 3,258,21
Stroke 3,162,128
Stroke 3,227,122
Stroke 3,277,163
Stroke 4,317,22
Stroke 4,303,177
Stroke 4,379,113
Stroke 4,457,114
Stroke 5,425,2
Stroke 5,585,18
Stroke 5,492,81
Stroke 5,475,311
Stroke 6,616,78
Stroke 6,516,190
Stroke 6,587,183
Stroke 6,628,214
Stroke 7,637,221
Stroke 7,566,292
Stroke 7,638,295
Stroke 7,685,336
Stroke 8,711,123
Stroke 8,637,221
Stroke 8,676,239
Stroke 8,724,283
Stroke 9,674,14
Stroke 9,833,23
Stroke 9,741,93
Stroke 9,737,380
