label,x,y
Stroke 1,54,131
Stroke 1,48,220
Stroke 1,101,185
Stroke 1,226,186
Stroke 2,48,220
Stroke 2,15,361
Stroke 2,103,288
Stroke 2,399,284
Stroke 3,41,7
Stroke 3,54,131
Stroke 3,104,96
Stroke 3,222,93
Stroke 4,227,14
Stroke 4,245,124
Stroke 4,283,111
Stroke 4,401,99
Stroke 5,245,124
Stroke 5,208,239
Stroke 5,289,173
Stroke 5,406,163
Stroke 6,350,0
Stroke 6,465,8
Stroke 6,419,54
Stroke 6,414,367
Stroke 7,467,60
Stroke 7,607,74
Stroke 7,526,117
Stroke 7,528,364
Stroke 8,620,3
Stroke 8,497,14
Stroke 8,527,47
Stroke 8,523,80
