label,x,y
Stroke 1,29,258
Stroke 1,15,413
Stroke 1,93,352
Stroke 1,430,347
Stroke 2,42,5
Stroke 2,23,150
Stroke 2,103,82
Stroke 2,526,92
Stroke 3,81,174
Stroke 3,169,190
Stroke 3,129,224
Stroke 3,128,418
Stroke 4,264,180
Stroke 4,169,190
Stroke 4,198,226
Stroke 4,196,418
Stroke 5,302,125
Stroke 5,314,215
Stroke 5,351,189
Stroke 5,535,195
Stroke 6,314,215
Stroke 6,296,301
Stroke 6,354,259
Stroke 6,540,260
Stroke 7,387,118
Stroke 7,493,124
Stroke 7,429,172
Stroke 7,430,347
Stroke 8,488,29
Stroke 8,642,41
Stroke 8,554,104
Stroke 8,547,355
