label,x,y
Stroke 1,30,157
Stroke 1,16,354
Stroke 1,93,272
Stroke 1,170,277
Stroke 2,55,4
Stroke 2,30,157
Stroke 2,112,89
Stroke 2,230,88
Stroke 3,175,159
Stroke 3,157,355
Stroke 3,242,274
Stroke 3,502,252
Stroke 4,343,17
Stroke 4,229,92
Stroke 4,295,107
Stroke 4,335,165
Stroke 5,471,111
Stroke 5,368,219
Stroke 5,452,207
Stroke 5,502,252
Stroke 6,439,10
Stroke 6,612,22
Stroke 6,512,87
Stroke 6,502,252
Stroke 7,560,200
Stroke 7,460,304
Stroke 7,549,307
Stroke 7,605,353
Stroke 8,612,22
Stroke 8,785,35
Stroke 8,686,102
Stroke 8,681,393
