label,x,y
Stroke 1,29,194
Stroke 1,15,337
Stroke 1,88,277
Stroke 1,334,283
Stroke 2,48,24
Stroke 2,29,194
Stroke 2,101,108
Stroke 2,291,114
Stroke 3,318,103
Stroke 3,234,213
Stroke 3,314,194
Stroke 3,367,228
Stroke 4,343,39
Stroke 4,475,59
Stroke 4,401,109
Stroke 4,397,341
Stroke 5,342,274
Stroke 5,329,419
Stroke 5,403,360
Stroke 5,879,101
Stroke 6,479,8
Stroke 6,465,143
Stroke 6,545,86
Stroke 6,879,101
Stroke 7,526,257
Stroke 7,510,352
Stroke 7,566,311
Stroke 7,759,322
Stroke 8,580,245
Stroke 8,569,303
Stroke 8,610,273
Stroke 8,748,273
Stroke 9,585,202
Stroke 9,580,245
Stroke 9,613,224
Stroke 9,747,223
Stroke 10,575,125
Stroke 10,585,202
Stroke 10,618,180
Stroke 10,747,182
Stroke 11,722,124
Stroke 11,816,130
Stroke 11,762,169
Stroke 11,759,322
Stroke 12,843,39
Stroke 12,984,53
Stroke 12,906,110
Stroke 12,901,356
