label,x,y
Stroke 1,51,171
Stroke 1,17,343
Stroke 1,119,271
Stroke 1,457,276
Stroke 2,214,15
Stroke 2,86,139
Stroke 2,176,126
Stroke 2,229,174
Stroke 3,154,193
Stroke 3,150,253
Stroke 3,183,232
Stroke 3,210,234
Stroke 4,292,150
Stroke 4,196,232
Stroke 4,269,230
Stroke 4,457,276
Stroke 5,311,26
Stroke 5,202,138
Stroke 5,270,136
Stroke 5,329,180
Stroke 6,536,125
Stroke 6,412,246
Stroke 6,496,242
Stroke 6,553,282
Stroke 7,541,202
Stroke 7,420,328
Stroke 7,503,321
Stroke 7,562,363
