label,x,y
Stroke 1,29,207
Stroke 1,15,354
Stroke 1,96,292
Stroke 1,326,297
Stroke 2,41,35
Stroke 2,32,175
Stroke 2,104,119
Stroke 2,338,124
Stroke 3,112,155
Stroke 3,202,169
Stroke 3,158,198
Stroke 3,157,360
Stroke 4,235,287
Stroke 4,170,356
Stroke 4,223,349
Stroke 4,260,381
Stroke 5,292,158
Stroke 5,202,169
Stroke 5,226,196
Stroke 5,225,294
Stroke 6,453,53
Stroke 6,432,188
Stroke 6,350,125
Stroke 6,126,129
Stroke 7,426,219
Stroke 7,338,298
Stroke 7,388,304
Stroke 7,429,365
