label,x,y
Stroke 1,79,239
Stroke 1,15,349
Stroke 1,98,290
Stroke 1,207,278
Stroke 2,60,7
Stroke 2,33,148
Stroke 2,119,78
Stroke 2,395,86
Stroke 3,177,139
Stroke 3,79,239
Stroke 3,159,235
Stroke 3,207,278
Stroke 4,273,232
Stroke 4,220,278
Stroke 4,271,284
Stroke 4,317,328
Stroke 5,324,175
Stroke 5,273,232
Stroke 5,324,239
Stroke 5,375,285
Stroke 6,400,105
Stroke 6,324,175
Stroke 6,374,193
Stroke 6,414,234
Stroke 7,438,221
Stroke 7,330,342
Stroke 7,408,334
Stroke 7,459,381
Stroke 8,541,33
Stroke 8,432,150
Stroke 8,514,144
Stroke 8,561,187
Stroke 9,593,200
Stroke 9,484,321
Stroke 9,569,315
Stroke 9,614,355
Stroke 10,586,8
Stroke 10,753,10
Stroke 10,656,80
Stroke 10,651,386
