label,x,y
Stroke 1,47,195
Stroke 1,21,310
Stroke 1,81,252
Stroke 1,325,250
Stroke 2,34,80
Stroke 2,47,195
Stroke 2,85,164
Stroke 2,317,164
Stroke 3,278,4
Stroke 3,426,8
Stroke 3,339,53
Stroke 3,336,117
Stroke 4,278,110
Stroke 4,431,117
Stroke 4,341,166
Stroke 4,334,370
Stroke 5,423,236
Stroke 5,349,315
Stroke 5,412,310
Stroke 5,458,343
Stroke 6,452,207
Stroke 6,413,252
Stroke 6,457,263
Stroke 6,502,298
Stroke 7,489,169
Stroke 7,452,207
Stroke 7,494,220
Stroke 7,535,254
Stroke 8,549,91
Stroke 8,489,169
Stroke 8,533,174
Stroke 8,574,207
Stroke 9,680,135
Stroke 9,574,245
Stroke 9,660,238
Stroke 9,722,290
Stroke 10,738,149
Stroke 10,731,212
Stroke 10,764,194
Stroke 10,816,191
Stroke 11,727,246
Stroke 11,745,380
Stroke 11,802,307
Stroke 11,1238,201
Stroke 12,779,4
Stroke 12,727,103
Stroke 12,809,67
Stroke 12,1240,201
Stroke 13,779,92
Stroke 13,772,169
Stroke 13,811,137
Stroke 13,881,132
Stroke 14,789,220
Stroke 14,790,278
Stroke 14,822,259
Stroke 14,931,265
Stroke 15,824,206
Stroke 15,823,245
Stroke 15,843,231
Stroke 15,918,226
Stroke 16,823,144
Stroke 16,789,220
Stroke 16,847,186
Stroke 16,919,188
Stroke 17,1005,114
Stroke 17,892,119
Stroke 17,935,154
Stroke 17,927,267
