label,x,y
Stroke 1,29,259
Stroke 1,16,419
Stroke 1,82,354
Stroke 1,253,348
Stroke 2,40,22
Stroke 2,178,38
Stroke 2,101,97
Stroke 2,100,342
Stroke 3,202,79
Stroke 3,113,196
Stroke 3,203,183
Stroke 3,240,214
Stroke 4,194,28
Stroke 4,341,34
Stroke 4,257,94
Stroke 4,253,348
Stroke 5,434,119
Stroke 5,419,284
Stroke 5,497,219
Stroke 5,756,226
Stroke 6,445,35
Stroke 6,554,60
Stroke 6,504,105
Stroke 6,504,355
Stroke 7,554,60
Stroke 7,630,66
Stroke 7,584,110
Stroke 7,585,360
Stroke 8,630,66
Stroke 8,701,66
Stroke 8,655,112
Stroke 8,655,362
Stroke 9,665,47
Stroke 9,811,53
Stroke 9,731,112
Stroke 9,728,367
Stroke 10,790,142
Stroke 10,777,284
Stroke 10,849,219
Stroke 10,1015,233
Stroke 11,1131,169
Stroke 11,1104,298
Stroke 11,1027,233
Stroke 11,820,236
