label,x,y
Stroke 1,79,188
Stroke 1,14,244
Stroke 1,81,234
Stroke 1,125,270
Stroke 2,124,125
Stroke 2,79,188
Stroke 2,127,189
Stroke 2,175,232
Stroke 3,151,9
Stroke 3,84,105
Stroke 3,150,112
Stroke 3,221,170
Stroke 4,243,167
Stroke 4,118,302
Stroke 4,204,291
Stroke 4,265,337
Stroke 5,271,111
Stroke 5,253,285
Stroke 5,344,217
Stroke 5,637,222
Stroke 6,342,8
Stroke 6,477,28
Stroke 6,413,80
Stroke 6,413,375
Stroke 7,443,6
Stroke 7,612,10
Stroke 7,515,84
Stroke 7,515,374
